flow_uuid|flow_name|contact_uuid|path
 c6c0e74a-a1c0-4e81-b564-453d761644b1 | p_prevent_w39_d4                   | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 620ea36f-cf37-4c49-bba5-3ef1a4c00ea2 | p_milk_w40_d6                      | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 d5381cf0-88cb-4cc2-9d68-6fc4e68ec343 | p_prevent_w26_d1                   | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 ba5cb1f4-97d8-4a8a-8342-fa4780920dfe | p_concerns_w40_d7                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 9f43e175-eea5-4a07-965b-6d3fabc46f45 | p_labor_w29_d3                     | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 e0e0e2fd-1f28-424f-afd5-a18be64ff10f | p_concerns_w41_d1                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 6502b042-4be4-48e5-9e90-ef65aea276e3 | p_labor_w41_d2_1                   | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 ce800c1f-28a3-46ca-a2d3-26ee498f47a0 | p_labor_w41_d2_2                   | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 4e889f5f-2ff6-4563-94a6-f910a9838c4e | p_labor_w41_d3                     | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 7eb69726-9639-4c6d-92a9-876ca29890b8 | p_milk_w41_d5                      | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 23c898ff-1788-44e6-9296-26b17b0b818d | p_prevent_w30_d3                   | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 9b7b43f8-c9d0-4401-9629-0d0ec6158404 | p_milk_w39_cSE_d2                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 cee40af1-14a2-468e-a800-959143bfef92 | p_concerns_w41_d6                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 9f2f9025-d745-4513-ad2d-19280eab0cdc | p_labor_w41_d6                     | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 a4d347f3-95f2-4637-984f-47cc23d54a4b | p_planning_w39_d6                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 4bbbcc4c-4d48-4845-8a25-2706b3e710fe | p_labor_w41_d7                     | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 58452233-5b46-4a35-a971-c3be342e7001 | p_planning_w25_d1                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 d25c5d97-37cd-4517-ba41-4c6232d0a9e0 | p_milk_w34_d5                      | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 c0d68b44-6626-41b0-ad48-858d713e9f6a | p_concerns_w41_d5                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 f20ed6c0-a506-4b00-b6b8-2a567fcbac24 | p_reminders_w22_d1                 | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 222e813e-5ef8-40c2-b798-30091e286f4d | p_labor_w33_d1                     | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 95471403-a286-43b0-ae49-883e243714c7 | p_prevent_w38_d4                   | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 3202293c-42e5-4346-a785-ed5848a12468 | p_labor_w36_d3                     | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 957f7503-26cd-4b33-baab-82feb5818b29 | p_reminders_w12_d3                 | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 09722540-6143-4e17-a994-06f3a6b1377b | p_concerns_w20_d5                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 7bb802c6-17a9-464b-9056-7cea73476712 | p_concerns_w33_d6                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 495e7216-a052-4628-ad56-e089abe6cbf4 | p_prevent_w14_d1                   | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 91d8230c-aab3-4637-b29c-06f918272020 | p_prevent_w34_d2                   | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 4b5185e0-c56d-41dd-a402-a941872d0d2f | p_concerns_w14_d5                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 4cb6e21a-6b2d-4aa5-bb42-6abf597049b0 | p_labor_w34_d4                     | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 ad95f004-fe4c-4720-82a9-41e8b6a19ce4 | p_concerns_w39_d3                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 ec29d93f-0612-4d39-b980-da0e0252e637 | p_planning_w36_d5                  | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 1a990385-7e32-493d-92a9-491d2b9f69ff | p_development_w34_d7               | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 4ab972e5-2ea3-4aae-a492-c8ade89a2c2f | p_labor_w35_d3                     | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 048f992c-412c-4f12-a1ca-3bf104b86424 | p_milk_w35_d5                      | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 e9106f78-d310-438c-8897-e937b2703239 | p_prevent_w39_d3                   | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 6a7e7a63-73b6-46c1-91ea-77fbacb9c2f8 | p_milk_w35_d6                      | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 d97f6d7e-b284-4830-a89a-da6de638c81b | p_development_w36_d2               | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
 0bdf5c67-eccb-4916-b88e-327370524d9d | p_lineaMaterna                     | f92d1d2c-722c-4714-b14e-4b2aa5bd0bba | [{"node_uuid": "ad050843-1ef6-4b27-8175-ba231ffc0296", "arrived_on": "2017-12-08T21:55:24.105482+00:00", "exit_uuid": "12822cc7-f6b2-4364-bc0c-f63929f53116"}, {"node_uuid": "043f1271-189c-449d-b1e2-da6287f30a5f", "arrived_on": "2017-12-08T21:55:24.636792+00:00", "exit_uuid": "aeca2939-56c7-4e82-a6f4-0470fe5fdd02"}, {"node_uuid": "7aea0b38-681a-41a6-ae6f-d621e225bb75", "arrived_on": "2017-12-08T21:55:24.997974+00:00", "exit_uuid": null}]
